Сезон;Тур;Хозяева;Гости;Голы хозяев;Голы гостей;Дата матча;Букмекер_1;1_а;Х_а;2_а;ТМ 2.5_а;ТБ 2.5_а;Букмекер_2;1_б;Х_б;2_б;ТМ 2.5_б;ТБ 2.5_б;Букмекер_3;1_в;Х_в;2_в;ТМ 2.5_в;ТБ 2.5_в;Турнир_1;Дата матча_1;Хозяева_1;Гости_1;Голы хозяев_1;Голы гостей_1;Турнир_2;Дата матча_2;Хозяева_2;Гости_2;Голы хозяев_2;Голы гостей_2;Турнир_3;Дата матча_3;Хозяева_3;Гости_3;Голы хозяев_3;Голы гостей_3;Турнир_4;Дата матча_4;Хозяева_4;Гости_4;Голы хозяев_4;Голы гостей_4;Турнир_5;Дата матча_5;Хозяева_5;Гости_5;Голы хозяев_5;Голы гостей_5;Дата матча_6;Хозяева_6;Гости_6;Голы хозяев_6;Голы гостей_6;Дата матча_7;Хозяева_7;Гости_7;Голы хозяев_7;Голы гостей_7;Дата матча_8;Хозяева_8;Гости_8;Голы хозяев_8;Голы гостей_8;Дата матча_9;Хозяева_9;Гости_9;Голы хозяев_9;Голы гостей_9;Дата матча_10;Хозяева_10;Гости_10;Голы хозяев_10;Голы гостей_10;Дата матча_11;Хозяева_11;Гости_11;Голы хозяев_11;Голы гостей_11;Дата матча_12;Хозяева_12;Гости_12;Голы хозяев_12;Голы гостей_12;Дата матча_13;Хозяева_13;Гости_13;Голы хозяев_13;Голы гостей_13;Дата матча_14;Хозяева_14;Гости_14;Голы хозяев_14;Голы гостей_14;Дата матча_15;Хозяева_15;Гости_15;Голы хозяев_15;Голы гостей_15;Дата матча_16;Хозяева_16;Гости_16;Голы хозяев_16;Голы гостей_16;Дата матча_17;Хозяева_17;Гости_17;Голы хозяев_17;Голы гостей_17;Дата матча_18;Хозяева_18;Гости_18;Голы хозяев_18;Голы гостей_18;Дата матча_19;Хозяева_19;Гости_19;Голы хозяев_19;Голы гостей_19;Название команды_1;Позиция_1;Перспектива_1;Игры_1;Победы_1;Ничьи_1;Поражения_1;Забитые голы_1;Пропущенные голы_1;очки +3 позиции_1;очки +2 позиции_1;очки +1 позиции_1;очки_1;очки -1 позиции_1;очки -2 позиции_1;очки -3 позиции_1;Название команды_2;Позиция_2;Перспектива_2;Игры_2;Победы_2;Ничьи_2;Поражения_2;Забитые голы_2;Пропущенные голы_2;очки +3 позиции_2;очки +2 позиции_2;очки +1 позиции_2;очки_2;очки -1 позиции_2;очки -2 позиции_2;очки -3 позиции_2
2020-2021;21-й тур;Челси;Бернли;2;0;Матч завершен 31 января 2021;1хСтавка;1.32;5.47;11.10;2.26;1.67;Winline;1.32;5.33;9.84;2.13;1.74;Fonbet;1.30;5.50;10.00;2.15;1.70;Английская Премьер-лига 2020-2021;31.10.20;Бернли;Челси;0;3;Английская Премьер-лига 2019-2020;11.01.20;Челси;Бернли;3;0;Английская Премьер-лига 2019-2020;26.10.19;Бернли;Челси;2;4;Английская Премьер-лига 2018-2019;22.04.19;Челси;Бернли;2;2;Английская Премьер-лига 2018-2019;28.10.18;Бернли;Челси;0;4;27.01.21;Челси;Вулверхэмптон;0;0;19.01.21;Лестер;Челси;2;0;16.01.21;Фулхэм;Челси;0;1;03.01.21;Челси;Манчестер Сити;1;3;28.12.20;Челси;Астон Вилла;1;1;26.12.20;Арсенал;Челси;3;1;21.12.20;Челси;Вест Хэм;3;0;27.01.21;Бернли;Астон Вилла;3;2;21.01.21;Ливерпуль;Бернли;0;1;16.01.21;ВестХэм;Бернли;1;0;12.01.21;Бернли;Манчестер Юнайтед;0;1;29.12.20;Бернли;Шеффилд Юнайтед;1;0;27.12.20;Лидс;Бернли;1;0;21.12.20;Бернли;Вулверхэмптон;2;1;Челси;10;;20;8;6;6;33;23;33;32;31;30;29;26;26;Бернли;15;;19;6;4;9;13;24;26;26;23;22;0;18;14
2020-2021;21-й тур;Саутгемптон;Астон Вилла;0;1;Матч завершен 30 января 2021;Fonbet;3.05;3.60;2.25;2.25;1.65;0;0;0;0;0;0;0;0;0;0;0;0;Английская Премьер-лига 2020-2021;01.11.20;Астон Вилла;Саутгемптон;3;4;Английская Премьер-лига 2019-2020;22.02.20;Саутгемптон;Астон Вилла;2;0;Английская Премьер-лига 2019-2020;21.12.19;Астон Вилла;Саутгемптон;1;3;Английская Премьер-лига 2015-2016;23.04.16;Астон Вилла;Саутгемптон;2;4;Английская Премьер-лига 2015-2016;05.12.15;Саутгемптон;Астон Вилла;1;1;26.01.21;Саутгемптон;Арсенал;1;3;16.01.21;Лестер;Саутгемптон;2;0;04.01.21;Саутгемптон;Ливерпуль;1;0;29.12.20;Саутгемптон;Вест Хэм;0;0;26.12.20;Фулхэм;Саутгемптон;0;0;19.12.20;Саутгемптон;Манчестер Сити;0;1;16.12.20;Арсенал;Саутгемптон;1;1;27.01.21;Бернли;Астон Вилла;3;2;23.01.21;АстонВилла;Ньюкасл;2;0;20.01.21;МанчестерСити;Астон Вилла;2;0;01.01.21;МанчестерЮнайтед;Астон Вилла;2;1;28.12.20;Челси;Астон Вилла;1;1;26.12.20;АстонВилла;Кристал Пэлас;3;0;20.12.20;ВестБромвич;Астон Вилла;0;3;Саутгемптон;11;;19;8;5;6;27;24;31;30;29;29;26;26;23;Астон Вилла;10;;18;9;2;7;33;21;33;31;30;29;0;26;26
2020-2021;21-й тур;Арсенал;Манчестер Юнайтед;0;0;Матч завершен 30 января 2021;1хСтавка;3.79;3.67;2.02;2.15;1.78;Fonbet;2.95;3.50;2.50;2.05;1.77;0;0;0;0;0;0;Английская Премьер-лига 2020-2021;01.11.20;Манчестер Юнайтед;Арсенал;0;1;Английская Премьер-лига 2019-2020;01.01.20;Арсенал;Манчестер Юнайтед;2;0;Английская Премьер-лига 2019-2020;30.09.19;Манчестер Юнайтед;Арсенал;1;1;Английская Премьер-лига 2018-2019;10.03.19;Арсенал;Манчестер Юнайтед;2;0;Английская Премьер-лига 2018-2019;05.12.18;Манчестер Юнайтед;Арсенал;2;2;26.01.21;Саутгемптон;Арсенал;1;3;18.01.21;Арсенал;Ньюкасл;3;0;14.01.21;Арсенал;Кристал Пэлас;0;0;02.01.21;ВестБромвич;Арсенал;0;4;29.12.20;Брайтон;Арсенал;0;1;26.12.20;Арсенал;Челси;3;1;19.12.20;Эвертон;Арсенал;2;1;27.01.21;МанчестерЮнайтед;Шеффилд Юнайтед;1;2;20.01.21;Фулхэм;Манчестер Юнайтед;1;2;17.01.21;Ливерпуль;Манчестер Юнайтед;0;0;12.01.21;Бернли;Манчестер Юнайтед;0;1;01.01.21;МанчестерЮнайтед;Астон Вилла;2;1;29.12.20;МанчестерЮнайтед;Вулверхэмптон;1;0;26.12.20;Лестер;Манчестер Юнайтед;2;2;Арсенал;9;;20;9;3;8;26;20;33;33;30;30;29;29;26;Манчестер Юнайтед;2;Лига Чемпионов;20;12;4;4;37;27;0;8;44;40;39;37;35
2020-2021;21-й тур;Вест Бромвич;Фулхэм;2;2;Матч завершен 30 января 2021;1хСтавка;3.58;3.37;2.20;1.76;2.18;Fonbet;3.30;3.20;2.30;1.65;2.25;0;0;0;0;0;0;Английская Премьер-лига 2020-2021;02.11.20;Фулхэм;Вест Бромвич;2;0;Английская Премьер-лига 2013-2014;22.02.14;Вест Бромвич;Фулхэм;1;1;Английская Премьер-лига 2013-2014;14.09.13;Фулхэм;Вест Бромвич;1;1;Английская Премьер-лига 2012-2013;01.01.13;Вест Бромвич;Фулхэм;1;2;Английская Премьер-лига 2012-2013;15.09.12;Фулхэм;Вест Бромвич;3;0;26.01.21;ВестБромвич;Манчестер Сити;0;5;19.01.21;ВестХэм;Вест Бромвич;2;1;16.01.21;Вулверхэмптон;Вест Бромвич;2;3;02.01.21;ВестБромвич;Арсенал;0;4;29.12.20;ВестБромвич;Лидс;0;5;27.12.20;Ливерпуль;Вест Бромвич;1;1;20.12.20;ВестБромвич;Астон Вилла;0;3;27.01.21;Брайтон;Фулхэм;0;0;20.01.21;Фулхэм;Манчестер Юнайтед;1;2;16.01.21;Фулхэм;Челси;0;1;13.01.21;Тоттенхэм;Фулхэм;1;1;26.12.20;Фулхэм;Саутгемптон;0;0;19.12.20;Ньюкасл;Фулхэм;1;1;16.12.20;Фулхэм;Брайтон;0;0;Вест Бромвич;19;Вылет в Чемпионшип;20;2;5;13;15;48;22;18;13;11;0;0;0;Фулхэм;18;Вылет в Чемпионшип;19;2;7;10;15;27;22;22;18;13;11;0;0
2020-2021;21-й тур;Кристал Пэлас;Вулверхэмптон;1;0;Матч завершен 30 января 2021;1хСтавка;2.98;3.19;2.62;1.65;2.30;Fonbet;2.85;3.10;2.65;1.53;2.50;0;0;0;0;0;0;Кубок Англии 2020-2021;08.01.21;Вулверхэмптон;Кристал Пэлас;1;0;Английская Премьер-лига 2020-2021;30.10.20;Вулверхэмптон;Кристал Пэлас;2;0;Английская Премьер-лига 2019-2020;20.07.20;Вулверхэмптон;Кристал Пэлас;2;0;Английская Премьер-лига 2019-2020;22.09.19;Кристал Пэлас;Вулверхэмптон;1;1;Английская Премьер-лига 2018-2019;02.01.19;Вулверхэмптон;Кристал Пэлас;0;2;26.01.21;КристалПэлас;Вест Хэм;2;3;17.01.21;МанчестерСити;Кристал Пэлас;4;0;14.01.21;Арсенал;Кристал Пэлас;0;0;02.01.21;КристалПэлас;Шеффилд Юнайтед;2;0;28.12.20;КристалПэлас;Лестер;1;1;26.12.20;АстонВилла;Кристал Пэлас;3;0;19.12.20;КристалПэлас;Ливерпуль;0;7;27.01.21;Челси;Вулверхэмптон;0;0;16.01.21;Вулверхэмптон;Вест Бромвич;2;3;12.01.21;Вулверхэмптон;Эвертон;1;2;02.01.21;Брайтон;Вулверхэмптон;3;3;29.12.20;МанчестерЮнайтед;Вулверхэмптон;1;0;27.12.20;Вулверхэмптон;Тоттенхэм;1;1;21.12.20;Бернли;Вулверхэмптон;2;1;Кристал Пэлас;14;;20;6;5;9;24;36;29;26;23;23;22;22;18;Вулверхэмптон;13;;20;6;5;9;21;29;29;29;26;23;0;22;22
2020-2021;21-й тур;Манчестер Сити;Шеффилд Юнайтед;1;0;Матч завершен 30 января 2021;1хСтавка;1.16;8.36;21.00;2.55;1.54;Fonbet; 1.13;8.50;20.00;—;—;0;0;0;0;0;0;Английская Премьер-лига 2020-2021;31.10.20;Шеффилд Юнайтед;Манчестер Сити;0;1;Английская Премьер-лига 2019-2020;21.01.20;Шеффилд Юнайтед;Манчестер Сити;0;1;Английская Премьер-лига 2019-2020;29.12.19;Манчестер Сити;Шеффилд Юнайтед;2;0;0;0;0;0;0;0;0;0;0;0;0;0;26.01.21;ВестБромвич;Манчестер Сити;0;5;20.01.21;МанчестерСити;Астон Вилла;2;0;17.01.21;МанчестерСити;Кристал Пэлас;4;0;13.01.21;МанчестерСити;Брайтон;1;0;03.01.21;Челси;Манчестер Сити;1;3;26.12.20;МанчестерСити;Ньюкасл;2;0;19.12.20;Саутгемптон;Манчестер Сити;0;1;27.01.21;МанчестерЮнайтед;Шеффилд Юнайтед;1;2;17.01.21;ШеффилдЮнайтед;Тоттенхэм;1;3;12.01.21;ШеффилдЮнайтед;Ньюкасл;1;0;02.01.21;КристалПэлас;Шеффилд Юнайтед;2;0;29.12.20;Бернли;Шеффилд Юнайтед;1;0;26.12.20;ШеффилдЮнайтед;Эвертон;0;1;20.12.20;Брайтон;Шеффилд Юнайтед;1;1;Манчестер Сити;1;Лига Чемпионов;19;12;5;2;36;13;0;0;8;41;40;39;37;Шеффилд Юнайтед;20;Вылет в Чемпионшип;20;2;2;16;12;33;0;0;0;8;0;0;0
2020-2021;21-й тур;Эвертон;Ньюкасл;0;2;Матч завершен 30 января 2021;1хСтавка;1.58;4.07;6.61;2.15;1.78;Winline;1.57;4.14;5.71;2.05;1.77;Fonbet;1.55;4.05;6.40;1.85;1.95;Английская Премьер-лига 2020-2021;01.11.20;Ньюкасл;Эвертон;2;1;Английская Премьер-лига 2019-2020;21.01.20;Эвертон;Ньюкасл;2;2;Английская Премьер-лига 2019-2020;28.12.19;Ньюкасл;Эвертон;1;2;Английская Премьер-лига 2018-2019;09.03.19;Ньюкасл;Эвертон;3;2;Английская Премьер-лига 2018-2019;05.12.18;Эвертон;Ньюкасл;1;1;27.01.21;Эвертон;Лестер;1;1;12.01.21;Вулверхэмптон;Эвертон;1;2;01.01.21;Эвертон;Вест Хэм;0;1;26.12.20;ШеффилдЮнайтед;Эвертон;0;1;19.12.20;Эвертон;Арсенал;2;1;16.12.20;Лестер;Эвертон;0;2;12.12.20;Эвертон;Челси;1;0;26.01.21;Ньюкасл;Лидс;1;2;23.01.21;АстонВилла;Ньюкасл;2;0;18.01.21;Арсенал;Ньюкасл;3;0;12.01.21;ШеффилдЮнайтед;Ньюкасл;1;0;03.01.21;Ньюкасл;Лестер;1;2;30.12.20;Ньюкасл;Ливерпуль;0;0;26.12.20;МанчестерСити;Ньюкасл;2;0;Эвертон;7;Лига конференций;18;10;3;5;29;22;37;35;33;33;30;30;29;Ньюкасл;16;;20;5;4;11;19;34;23;23;22;19;18;13;11
2020-2021;20-й тур;Тоттенхэм;Ливерпуль;1;3;Матч завершен 28 января 2021;Fonbet;3.20;3.70;2.25;2.25;1.65;0;0;0;0;0;0;0;0;0;0;0;0;Английская Премьер-лига 2020-2021;16.12.20;Ливерпуль;Тоттенхэм;2;1;Английская Премьер-лига 2019-2020;11.01.20;Тоттенхэм;Ливерпуль;0;1;Английская Премьер-лига 2019-2020;27.10.19;Ливерпуль;Тоттенхэм;2;1;Лига чемпионов 2018-2019;01.06.19;Тоттенхэм;Ливерпуль;0;2;Английская Премьер-лига 2018-2019;31.03.19;Ливерпуль;Тоттенхэм;2;1;17.01.21;ШеффилдЮнайтед;Тоттенхэм;1;3;13.01.21;Тоттенхэм;Фулхэм;1;1;02.01.21;Тоттенхэм;Лидс;3;0;27.12.20;Вулверхэмптон;Тоттенхэм;1;1;20.12.20;Тоттенхэм;Лестер;0;2;16.12.20;Ливерпуль;Тоттенхэм;2;1;13.12.20;КристалПэлас;Тоттенхэм;1;1;21.01.21;Ливерпуль;Бернли;0;1;17.01.21;Ливерпуль;Манчестер Юнайтед;0;0;04.01.21;Саутгемптон;Ливерпуль;1;0;30.12.20;Ньюкасл;Ливерпуль;0;0;27.12.20;Ливерпуль;Вест Бромвич;1;1;19.12.20;КристалПэлас;Ливерпуль;0;7;16.12.20;Ливерпуль;Тоттенхэм;2;1;Тоттенхэм;6;Лига Европы;18;9;6;3;33;17;39;35;34;33;33;30;30;Ливерпуль;5;Лига Европы;19;9;7;3;37;22;40;39;35;34;33;33;30
2020-2021;20-й тур;Эвертон;Лестер;1;1;Матч завершен 27 января 2021;Winline;3.09;3.24;2.36;1.76;2.07;Fonbet;2.90;3.25;2.50;1.85;1.95;0;0;0;0;0;0;Английская Премьер-лига 2020-2021;16.12.20;Лестер;Эвертон;0;2;Английская Премьер-лига 2019-2020;01.07.20;Эвертон;Лестер;2;1;Кубок английской лиги 2019-2020;18.12.19;Эвертон;Лестер;2;2;Английская Премьер-лига 2019-2020;01.12.19;Лестер;Эвертон;2;1;Английская Премьер-лига 2018-2019;01.01.19;Эвертон;Лестер;0;1;12.01.21;Вулверхэмптон;Эвертон;1;2;01.01.21;Эвертон;Вест Хэм;0;1;26.12.20;ШеффилдЮнайтед;Эвертон;0;1;19.12.20;Эвертон;Арсенал;2;1;16.12.20;Лестер;Эвертон;0;2;12.12.20;Эвертон;Челси;1;0;05.12.20;Бернли;Эвертон;1;1;19.01.21;Лестер;Челси;2;0;16.01.21;Лестер;Саутгемптон;2;0;03.01.21;Ньюкасл;Лестер;1;2;28.12.20;КристалПэлас;Лестер;1;1;26.12.20;Лестер;Манчестер Юнайтед;2;2;20.12.20;Тоттенхэм;Лестер;0;2;16.12.20;Лестер;Эвертон;0;2;Эвертон;7;Лига конференций;17;10;2;5;28;21;35;34;33;32;30;30;29;Лестер;3;Лига Чемпионов;19;12;2;5;35;21;5;41;40;38;35;34;33
2020-2021;20-й тур;Манчестер Юнайтед;Шеффилд Юнайтед;1;2; Матч завершен 27 января 2021;Winline;1.28;5.96;10.00;2.46;1.54;Fonbet;1.27;5.90;10.80;2.25;1.65;0;0;0;0;0;0;Английская Премьер-лига 2020-2021;17.12.20;Шеффилд Юнайтед;Манчестер Юнайтед;2;3;Английская Премьер-лига 2019-2020;24.06.20;Манчестер Юнайтед;Шеффилд Юнайтед;3;0;Английская Премьер-лига 2019-2020;24.11.19;Шеффилд Юнайтед;Манчестер Юнайтед;3;3;0;0;0;0;0;0;0;0;0;0;0;0;20.01.21;Фулхэм;Манчестер Юнайтед;1;2;17.01.21;Ливерпуль;Манчестер Юнайтед;0;0;12.01.21;Бернли;Манчестер Юнайтед;0;1;01.01.21;МанчестерЮнайтед;Астон Вилла;2;1;29.12.20;МанчестерЮнайтед;Вулверхэмптон;1;0;26.12.20;Лестер;Манчестер Юнайтед;2;2;20.12.20;МанчестерЮнайтед;Лидс;6;2;17.01.21;ШеффилдЮнайтед;Тоттенхэм;1;3;12.01.21;ШеффилдЮнайтед;Ньюкасл;1;0;02.01.21;КристалПэлас;Шеффилд Юнайтед;2;0;29.12.20;Бернли;Шеффилд Юнайтед;1;0;26.12.20;ШеффилдЮнайтед;Эвертон;0;1;20.12.20;Брайтон;Шеффилд Юнайтед;1;1;17.12.20;ШеффилдЮнайтед;Манчестер Юнайтед;2;3;Манчестер Юнайтед;2;Лига Чемпионов;19;12;4;3;36;25;0;5;41;40;38;35;34;Шеффилд Юнайтед;20;Вылет в Чемпионшип;19;1;2;16;10;32;0;0;0;5;0;0;0
2020-2021;20-й тур;Брайтон;Фулхэм;0;0;Матч завершен 27 января 2021;Winline;2.03;3.22;3.96;1.57;2.34;Fonbet;2.05;3.40;3.75;1.67;2.20;0;0;0;0;0;0;Английская Премьер-лига 2020-2021;16.12.20;Фулхэм;Брайтон;0;0;Английская Премьер-лига 2018-2019;29.01.19;Фулхэм;Брайтон;4;2;Английская Премьер-лига 2018-2019;01.09.18;Брайтон;Фулхэм;2;2;Чемпионшип 2016-2017;02.01.17;Фулхэм;Брайтон;1;2;Чемпионшип 2016-2017;26.11.16;Брайтон;Фулхэм;2;1;16.01.21;Лидс;Брайтон;0;1;13.01.21;МанчестерСити;Брайтон;1;0;02.01.21;Брайтон;Вулверхэмптон;3;3;29.12.20;Брайтон;Арсенал;0;1;27.12.20;ВестХэм;Брайтон;2;2;20.12.20;Брайтон;Шеффилд Юнайтед;1;1;16.12.20;Фулхэм;Брайтон;0;0;20.01.21;Фулхэм;Манчестер Юнайтед;1;2;16.01.21;Фулхэм;Челси;0;1;13.01.21;Тоттенхэм;Фулхэм;1;1;26.12.20;Фулхэм;Саутгемптон;0;0;19.12.20;Ньюкасл;Фулхэм;1;1;16.12.20;Фулхэм;Брайтон;0;0;13.12.20;Фулхэм;Ливерпуль;1;1;Брайтон;17;;19;3;8;8;22;29;23;22;19;17;12;11;0;Фулхэм;18;Вылет в Чемпионшип;18;2;6;10;15;27;22;19;17;12;11;0;0
2020-2021;20-й тур;Бернли;Астон Вилла;3;2;Матч завершен 27 января 2021;Fonbet;3.90;3.60;1.95;1.95;1.85;0;0;0;0;0;0;0;0;0;0;0;0;Английская Премьер-лига 2020-2021;17.12.20;Астон Вилла;Бернли;0;0;Английская Премьер-лига 2019-2020;01.01.20;Бернли;Астон Вилла;1;2;Английская Премьер-лига 2019-2020;28.09.19;Астон Вилла;Бернли;2;2;Английская Премьер-лига 2014-2015;24.05.15;Астон Вилла;Бернли;0;1;Английская Премьер-лига 2014-2015;29.11.14;Бернли;Астон Вилла;1;1;21.01.21;Ливерпуль;Бернли;0;1;16.01.21;ВестХэм;Бернли;1;0;12.01.21;Бернли;Манчестер Юнайтед;0;1;29.12.20;Бернли;Шеффилд Юнайтед;1;0;27.12.20;Лидс;Бернли;1;0;21.12.20;Бернли;Вулверхэмптон;2;1;17.12.20;АстонВилла;Бернли;0;0;23.01.21;АстонВилла;Ньюкасл;2;0;20.01.21;МанчестерСити;Астон Вилла;2;0;01.01.21;МанчестерЮнайтед;Астон Вилла;2;1;28.12.20;Челси;Астон Вилла;1;1;26.12.20;АстонВилла;Кристал Пэлас;3;0;20.12.20;ВестБромвич;Астон Вилла;0;3;17.12.20;АстонВилла;Бернли;0;0;Бернли;15;;18;5;4;9;10;22;26;23;22;19;19;17;12;Астон Вилла;9;;17;9;2;6;31;18;33;32;30;29;0;0;26
2020-2021;20-й тур;Челси;Вулверхэмптон;0;0; Матч завершен 27 января 2021;Fonbet;1.67;3.70;5.50;1.85;1.95;0;0;0;0;0;0;0;0;0;0;0;0;Английская Премьер-лига 2020-2021;15.12.20;Вулверхэмптон;Челси;2;1;Английская Премьер-лига 2019-2020;26.07.20;Челси;Вулверхэмптон;2;0;Английская Премьер-лига 2019-2020;14.09.19;Вулверхэмптон;Челси;2;5;Английская Премьер-лига 2018-2019;10.03.19;Челси;Вулверхэмптон;1;1;Английская Премьер-лига 2018-2019;05.12.18;Вулверхэмптон;Челси;2;1;19.01.21;Лестер;Челси;2;0;16.01.21;Фулхэм;Челси;0;1;03.01.21;Челси;Манчестер Сити;1;3;28.12.20;Челси;Астон Вилла;1;1;26.12.20;Арсенал;Челси;3;1;21.12.20;Челси;Вест Хэм;3;0;15.12.20;Вулверхэмптон;Челси;2;1;16.01.21;Вулверхэмптон;Вест Бромвич;2;3;12.01.21;Вулверхэмптон;Эвертон;1;2;02.01.21;Брайтон;Вулверхэмптон;3;3;29.12.20;МанчестерЮнайтед;Вулверхэмптон;1;0;27.12.20;Вулверхэмптон;Тоттенхэм;1;1;21.12.20;Бернли;Вулверхэмптон;2;1;15.12.20;Вулверхэмптон;Челси;2;1;Челси;10;;19;8;5;6;33;23;32;30;29;29;29;26;23;Вулверхэмптон;14;;19;6;4;9;21;29;29;26;23;22;19;19;17
